stenosis_ID,artery_length_mm,diameter_mm,stenosis_position_mm,stenosis_length_mm,stenosis_severity_pct,start_mm,end_mm,is_eccentric
S50_S0695,100.0,3.8,22.4,13.8,57.6,15.5,29.3,FALSE
A60_S0696,100.0,3.8,27.6,15.8,60.3,19.7,35.5,TRUE
S60_S0697,100.0,3.6,27.0,6.3,65.9,23.8,30.2,FALSE
S50_S0698,100.0,3.8,38.6,13.2,55.0,32.0,45.2,FALSE
A70_S0699,100.0,4.0,33.3,10.2,73.0,28.2,38.4,TRUE
S50_S0700,100.0,3.7,28.8,9.2,57.2,24.2,33.4,FALSE
S50_S0701,100.0,3.7,35.2,10.6,58.4,29.9,40.5,FALSE
A40_S0702,100.0,3.6,30.4,15.3,46.8,22.8,38.0,TRUE
S50_S0703,100.0,3.6,23.1,15.2,54.6,15.5,30.7,FALSE
S60_S0704,100.0,3.9,36.7,16.1,62.6,28.6,44.8,FALSE
S70_S0705,100.0,3.8,25.2,11.9,79.9,19.2,31.2,FALSE
S40_S0706,100.0,3.8,35.5,5.0,46.0,33.0,38.0,FALSE
S50_S0707,100.0,3.7,27.0,16.2,58.3,18.9,35.1,FALSE
A50_S0708,100.0,3.6,24.4,14.4,59.2,17.2,31.6,TRUE
S50_S0709,100.0,3.6,32.4,16.0,59.0,24.4,40.4,FALSE
A70_S0710,100.0,3.8,23.4,12.7,74.4,17.0,29.8,TRUE
S60_S0711,100.0,3.5,23.9,16.1,63.5,15.8,32.0,FALSE
S40_S0712,100.0,3.8,30.3,7.6,47.6,26.5,34.1,FALSE
A60_S0713,100.0,3.9,29.6,9.3,68.5,25.0,34.2,TRUE
A50_S0714,100.0,3.6,22.8,8.2,52.2,18.7,26.9,TRUE
A50_S0715,100.0,3.7,20.2,5.7,58.4,17.3,23.0,TRUE
A60_S0716,100.0,3.9,38.3,20.0,61.4,28.3,48.3,TRUE
A60_S0717,100.0,3.8,27.5,9.7,63.8,22.6,32.4,TRUE
S60_S0718,100.0,3.6,31.4,10.2,65.4,26.3,36.5,FALSE
S50_S0719,100.0,3.5,33.9,12.5,56.3,27.6,40.2,FALSE
A50_S0720,100.0,3.7,20.5,10.5,54.2,15.2,25.8,TRUE
A60_S0721,100.0,3.8,33.4,13.1,68.6,26.8,39.9,TRUE
S70_S0722,100.0,3.5,27.6,11.2,73.1,22.0,33.2,FALSE
S50_S0723,100.0,3.9,35.0,11.5,59.4,29.2,40.8,FALSE
S50_S0724,100.0,3.7,33.8,11.4,59.3,28.1,39.5,FALSE
S50_S0725,100.0,3.8,25.2,14.0,53.9,18.2,32.2,FALSE
A70_S0726,100.0,3.7,31.7,12.3,79.7,25.5,37.8,TRUE
S70_S0727,100.0,3.7,29.9,11.5,71.5,24.2,35.6,FALSE
S60_S0728,100.0,3.5,24.6,14.9,67.9,17.2,32.1,FALSE
A70_S0729,100.0,3.9,21.0,11.3,72.4,15.4,26.6,TRUE
S60_S0730,100.0,3.9,22.0,9.7,61.4,17.2,26.8,FALSE
A70_S0731,100.0,3.8,37.9,13.4,72.6,31.2,44.6,TRUE
S40_S0732,100.0,3.6,22.9,14.8,46.9,15.5,30.3,FALSE
S50_S0733,100.0,3.7,33.0,13.2,53.7,26.4,39.6,FALSE
S30_S0734,100.0,3.6,28.9,14.3,38.2,21.8,36.0,FALSE
S70_S0735,100.0,3.6,34.7,15.5,72.7,27.0,42.4,FALSE
S40_S0736,100.0,3.8,31.9,11.9,49.4,26.0,37.8,FALSE
A60_S0737,100.0,3.9,20.2,14.1,65.0,13.2,27.2,TRUE
S60_S0738,100.0,3.7,20.6,7.7,67.8,16.8,24.5,FALSE
A60_S0739,100.0,4.0,27.0,12.4,64.9,20.8,33.2,TRUE
S50_S0740,100.0,3.8,26.3,20.0,57.5,16.3,36.3,FALSE
S70_S0741,100.0,3.9,20.3,15.7,71.9,12.5,28.2,FALSE
S60_S0742,100.0,3.7,26.6,14.4,67.3,19.4,33.8,FALSE
S70_S0743,100.0,3.8,32.2,11.5,74.9,26.4,38.0,FALSE
A50_S0744,100.0,3.8,26.0,14.4,58.0,18.8,33.2,TRUE
A40_S0745,100.0,3.6,35.4,18.0,41.8,26.4,44.4,TRUE
S50_S0746,100.0,3.7,34.0,9.9,54.9,29.0,39.0,FALSE
S40_S0747,100.0,3.6,25.7,8.2,44.5,21.6,29.8,FALSE
A60_S0748,100.0,3.6,32.4,13.4,69.2,25.7,39.1,TRUE
A70_S0749,100.0,3.8,22.5,9.6,75.4,17.7,27.3,TRUE
S50_S0750,100.0,3.7,35.2,10.8,57.0,29.8,40.6,FALSE
S60_S0751,100.0,3.6,22.0,11.3,63.9,16.4,27.6,FALSE
A50_S0752,100.0,3.7,26.8,11.1,59.2,21.2,32.4,TRUE
S60_S0753,100.0,3.6,17.9,6.9,62.7,14.4,21.3,FALSE
S50_S0754,100.0,3.8,27.8,14.0,57.3,20.8,34.8,FALSE
S40_S0755,100.0,3.9,21.7,18.3,49.3,12.5,30.8,FALSE
S60_S0756,100.0,3.8,34.5,14.0,61.9,27.5,41.5,FALSE
A50_S0757,100.0,3.5,25.2,8.5,53.4,21.0,29.4,TRUE
S80_S0758,100.0,3.7,32.7,14.4,86.7,25.5,39.9,FALSE
S60_S0759,100.0,4.0,34.7,10.6,62.7,29.4,40.0,FALSE
A60_S0760,100.0,3.6,22.0,12.4,64.3,15.8,28.2,TRUE
A70_S0761,100.0,3.5,34.0,16.9,71.3,25.6,42.4,TRUE
A70_S0762,100.0,3.6,30.7,12.4,70.0,24.5,36.9,TRUE
S80_S0763,100.0,3.5,33.0,13.5,84.2,26.2,39.8,FALSE
S40_S0764,100.0,4.0,21.8,11.8,44.0,15.9,27.7,FALSE
A50_S0765,100.0,4.0,25.3,11.0,54.2,19.8,30.8,TRUE
S40_S0766,100.0,3.7,18.0,18.6,41.0,8.7,27.3,FALSE
S50_S0767,100.0,3.9,28.6,14.3,54.8,21.5,35.8,FALSE
S60_S0768,100.0,3.9,36.7,14.6,67.5,29.4,44.0,FALSE
S50_S0769,100.0,3.7,24.6,14.7,56.4,17.2,32.0,FALSE
A50_S0770,100.0,3.7,30.6,7.3,51.1,27.0,34.2,TRUE
S60_S0771,100.0,3.9,35.7,13.6,67.8,28.9,42.5,FALSE
A40_S0772,100.0,3.6,24.9,14.7,41.4,17.5,32.2,TRUE
S60_S0773,100.0,3.7,35.1,8.5,64.2,30.8,39.4,FALSE
A60_S0774,100.0,3.9,22.6,13.4,65.5,15.9,29.3,TRUE
S50_S0775,100.0,3.6,22.2,12.6,52.1,15.9,28.5,FALSE
S50_S0776,100.0,3.6,26.5,14.8,59.6,19.1,33.9,FALSE
S50_S0777,100.0,3.6,30.7,18.1,57.1,21.6,39.8,FALSE
S50_S0778,100.0,3.7,33.7,10.1,51.2,28.6,38.8,FALSE
S70_S0779,100.0,3.6,29.6,9.0,70.3,25.1,34.1,FALSE
S50_S0780,100.0,3.5,28.6,10.3,52.8,23.5,33.8,FALSE
S80_S0781,100.0,4.0,31.2,14.5,81.2,24.0,38.4,FALSE
A60_S0782,100.0,3.9,39.3,13.5,60.4,32.6,46.0,TRUE
A60_S0783,100.0,3.6,32.7,11.9,64.0,26.8,38.7,TRUE
A50_S0784,100.0,4.0,35.4,14.2,53.0,28.3,42.5,TRUE
A70_S0785,100.0,3.9,36.6,9.5,75.7,31.8,41.4,TRUE
A60_S0786,100.0,3.5,26.7,10.2,65.3,21.6,31.8,TRUE
S60_S0787,100.0,3.6,21.5,11.4,64.8,15.8,27.2,FALSE
S60_S0788,100.0,3.6,23.0,10.3,69.5,17.8,28.2,FALSE
A50_S0789,100.0,3.7,23.3,14.8,55.6,15.9,30.7,TRUE
S50_S0790,100.0,3.6,36.0,16.0,56.6,28.0,44.0,FALSE
S50_S0791,100.0,3.6,34.4,14.4,52.7,27.2,41.6,FALSE
S50_S0792,100.0,3.6,24.7,15.7,52.5,16.8,32.6,FALSE
S50_S0793,100.0,3.7,30.2,14.1,54.7,23.2,37.2,FALSE
S60_S0794,100.0,3.9,20.3,11.6,69.1,14.5,26.1,FALSE
A60_S0795,100.0,3.7,34.7,9.0,60.1,30.2,39.2,TRUE
A60_S0796,100.0,3.6,25.4,11.9,65.8,19.4,31.4,TRUE
S60_S0797,100.0,3.9,21.3,14.7,65.0,14.0,28.6,FALSE
A60_S0798,100.0,3.6,29.8,10.7,64.1,24.5,35.2,TRUE
S30_S0799,100.0,3.9,23.8,9.0,39.3,19.3,28.3,FALSE
A60_S0800,100.0,4.0,38.1,12.5,69.4,31.8,44.4,TRUE
A50_S0801,100.0,3.6,19.5,17.9,57.9,10.6,28.4,TRUE
A50_S0802,100.0,3.5,19.6,14.6,57.5,12.3,26.9,TRUE
A60_S0803,100.0,3.6,28.1,14.2,67.7,21.0,35.2,TRUE
S50_S0804,100.0,3.6,31.2,9.7,56.9,26.4,36.0,FALSE
S40_S0805,100.0,3.6,28.1,13.3,48.3,21.5,34.8,FALSE
S40_S0806,100.0,3.7,30.9,13.9,43.2,24.0,37.8,FALSE
S60_S0807,100.0,3.6,26.2,6.0,67.5,23.2,29.2,FALSE
A50_S0808,100.0,4.0,34.7,18.4,59.7,25.5,43.9,TRUE
S60_S0809,100.0,3.9,21.0,17.0,65.2,12.5,29.5,FALSE
A50_S0810,100.0,4.0,37.2,10.1,55.1,32.2,42.2,TRUE
S60_S0811,100.0,3.7,19.2,12.7,67.8,12.8,25.5,FALSE
S50_S0812,100.0,3.6,29.9,11.1,51.6,24.3,35.4,FALSE
A40_S0813,100.0,3.5,31.5,7.3,46.0,27.8,35.2,TRUE
S60_S0814,100.0,3.6,19.3,6.4,65.5,16.1,22.5,FALSE
S70_S0815,100.0,3.7,24.1,9.8,75.6,19.2,29.0,FALSE
A50_S0816,100.0,3.6,35.9,7.4,55.4,32.2,39.6,TRUE
S50_S0817,100.0,3.7,34.8,12.3,51.9,28.6,40.9,FALSE
S50_S0818,100.0,3.9,23.3,13.4,51.6,16.6,30.0,FALSE
S50_S0819,100.0,3.9,37.5,15.0,54.7,30.0,45.0,FALSE
A70_S0820,100.0,3.9,38.2,17.7,74.9,29.4,47.1,TRUE
S70_S0821,100.0,3.5,19.5,15.2,79.1,11.9,27.1,FALSE
S60_S0822,100.0,3.6,21.9,12.6,62.7,15.6,28.2,FALSE
S60_S0823,100.0,3.6,27.7,14.1,63.5,20.6,34.8,FALSE
S60_S0824,100.0,3.6,26.3,15.6,61.0,18.5,34.1,FALSE
S40_S0825,100.0,3.5,18.4,11.2,43.4,12.8,24.0,FALSE
S40_S0826,100.0,3.8,37.7,11.6,44.8,31.9,43.5,FALSE
S70_S0827,100.0,4.0,35.1,11.1,75.1,29.6,40.6,FALSE
S50_S0828,100.0,3.8,24.8,15.3,54.3,17.2,32.4,FALSE
S60_S0829,100.0,3.7,30.6,7.4,62.2,26.9,34.3,FALSE
S60_S0830,100.0,3.9,22.8,11.3,62.1,17.2,28.4,FALSE
S60_S0831,100.0,3.9,22.8,11.0,62.5,17.3,28.3,FALSE
S50_S0832,100.0,3.5,28.6,13.8,56.8,21.7,35.5,FALSE
A30_S0833,100.0,3.9,32.6,12.2,31.1,26.5,38.7,TRUE
S70_S0834,100.0,3.9,36.5,11.5,73.5,30.8,42.2,FALSE
S70_S0835,100.0,3.8,33.8,16.1,71.2,25.7,41.8,FALSE
S60_S0836,100.0,3.6,20.2,11.6,62.0,14.4,26.0,FALSE
A60_S0837,100.0,3.5,32.6,8.2,60.9,28.5,36.7,TRUE
S50_S0838,100.0,3.6,27.9,16.3,52.1,19.8,36.0,FALSE
A60_S0839,100.0,3.9,22.4,11.9,68.4,16.4,28.4,TRUE
S60_S0840,100.0,4.0,36.4,7.3,68.4,32.8,40.0,FALSE
S70_S0841,100.0,3.7,31.7,16.6,75.5,23.4,40.0,FALSE
S60_S0842,100.0,3.9,23.8,7.3,61.9,20.2,27.4,FALSE
S60_S0843,100.0,3.9,30.4,9.3,64.5,25.8,35.0,FALSE
S50_S0844,100.0,3.8,24.1,11.7,58.0,18.2,30.0,FALSE
S70_S0845,100.0,3.5,29.6,9.2,74.6,25.0,34.2,FALSE
S40_S0846,100.0,3.9,21.8,18.1,43.6,12.8,30.8,FALSE
S50_S0847,100.0,3.7,29.3,6.3,54.5,26.2,32.4,FALSE
S50_S0848,100.0,3.6,31.2,16.1,54.6,23.2,39.2,FALSE
S40_S0849,100.0,3.8,22.2,11.9,47.3,16.2,28.2,FALSE
S60_S0850,100.0,3.6,22.6,10.2,67.4,17.5,27.7,FALSE
S60_S0851,100.0,4.0,33.3,12.8,66.5,26.9,39.7,FALSE
A60_S0852,100.0,3.9,32.1,8.4,60.2,27.9,36.3,TRUE
A70_S0853,100.0,3.9,23.6,12.0,72.0,17.6,29.6,TRUE
S50_S0854,100.0,3.8,32.4,7.7,56.4,28.6,36.2,FALSE
A50_S0855,100.0,3.9,26.7,10.4,57.5,21.5,31.9,TRUE
S50_S0856,100.0,4.0,22.2,20.0,57.6,12.2,32.2,FALSE
S30_S0857,100.0,3.9,20.9,12.1,34.4,14.8,27.0,FALSE
S60_S0858,100.0,3.6,30.7,9.5,66.1,26.0,35.4,FALSE
A40_S0859,100.0,3.8,20.2,12.4,45.2,14.0,26.4,TRUE
S50_S0860,100.0,3.7,34.9,11.9,55.9,29.0,40.8,FALSE
S70_S0861,100.0,3.6,32.9,16.8,74.7,24.5,41.3,FALSE
S60_S0862,100.0,3.8,30.1,8.9,65.9,25.6,34.6,FALSE
S60_S0863,100.0,3.7,28.5,8.6,63.6,24.2,32.8,FALSE
S60_S0864,100.0,3.6,23.2,8.5,61.5,19.0,27.4,FALSE
S60_S0865,100.0,3.5,19.2,17.2,66.7,10.6,27.8,FALSE
A50_S0866,100.0,3.6,20.2,10.8,50.8,14.8,25.6,TRUE
A50_S0867,100.0,3.6,31.9,12.3,55.5,25.8,38.0,TRUE
S70_S0868,100.0,3.8,21.3,13.0,70.0,14.8,27.8,FALSE
A60_S0869,100.0,3.6,31.4,14.7,68.8,24.0,38.8,TRUE
S50_S0870,100.0,3.7,17.8,12.1,50.7,11.8,23.8,FALSE
A50_S0871,100.0,3.9,37.0,10.7,56.7,31.6,42.4,TRUE
A50_S0872,100.0,4.0,26.0,13.7,55.2,19.2,32.8,TRUE
A60_S0873,100.0,3.5,34.4,11.7,62.3,28.6,40.2,TRUE
S60_S0874,100.0,3.7,36.6,9.7,63.2,31.8,41.4,FALSE
S70_S0875,100.0,3.8,20.3,6.2,71.0,17.2,23.4,FALSE
S70_S0876,100.0,3.8,33.6,9.5,70.4,28.8,38.4,FALSE
S70_S0877,100.0,3.6,29.7,19.2,78.9,20.1,39.3,FALSE
S70_S0878,100.0,3.9,21.4,17.0,70.9,12.9,29.9,FALSE
S60_S0879,100.0,3.6,17.6,16.6,60.0,9.3,25.9,FALSE
A40_S0880,100.0,3.7,27.2,14.8,47.4,19.8,34.6,TRUE
A70_S0881,100.0,3.5,33.3,13.8,70.1,26.4,40.2,TRUE
A50_S0882,100.0,3.8,24.7,9.1,59.5,20.2,29.2,TRUE
S40_S0883,100.0,3.8,35.5,12.5,43.0,29.2,41.8,FALSE
S70_S0884,100.0,3.7,37.4,9.6,74.2,32.6,42.2,FALSE
S40_S0885,100.0,4.0,30.6,8.1,49.1,26.6,34.6,FALSE
S40_S0886,100.0,4.0,32.8,10.4,44.0,27.6,38.0,FALSE
A50_S0887,100.0,3.9,22.5,10.7,51.7,17.2,27.8,TRUE
S60_S0888,100.0,3.7,21.5,16.2,66.1,13.4,29.6,FALSE
A50_S0889,100.0,3.5,18.5,13.5,56.9,11.8,25.2,TRUE
A60_S0890,100.0,3.6,22.7,15.8,64.0,14.8,30.6,TRUE
S50_S0891,100.0,3.6,29.7,10.3,50.7,24.5,34.8,FALSE
A60_S0892,100.0,3.7,21.9,7.3,62.1,18.2,25.5,TRUE
S50_S0893,100.0,3.8,37.1,17.2,52.7,28.5,45.7,FALSE
S60_S0894,100.0,3.6,27.7,14.2,65.4,20.6,34.8,FALSE
A50_S0895,100.0,3.8,36.9,8.8,53.6,32.5,41.3,TRUE
A70_S0896,100.0,3.9,24.4,15.4,73.1,16.7,32.1,TRUE
S70_S0897,100.0,3.7,31.4,15.0,75.3,23.9,38.9,FALSE
S40_S0898,100.0,3.5,23.1,11.8,48.3,17.2,29.0,FALSE
S50_S0899,100.0,4.0,28.9,7.1,55.4,25.3,32.4,FALSE
S40_S0900,100.0,3.7,20.6,16.0,46.7,12.6,28.6,FALSE
S30_S0901,100.0,3.7,33.8,16.8,36.0,25.4,42.2,FALSE
S60_S0902,100.0,3.6,18.7,11.6,68.7,12.9,24.5,FALSE
S40_S0903,100.0,3.8,19.5,12.8,47.8,13.1,25.9,FALSE
A40_S0904,100.0,3.7,33.1,7.0,42.4,29.6,36.6,TRUE
S70_S0905,100.0,3.8,37.0,10.7,71.6,31.6,42.4,FALSE
S50_S0906,100.0,3.7,32.5,7.0,52.2,29.0,36.0,FALSE
S70_S0907,100.0,3.9,22.7,11.3,72.3,17.0,28.4,FALSE
S40_S0908,100.0,3.8,31.7,18.3,42.3,22.5,40.8,FALSE
S60_S0909,100.0,3.8,33.4,10.7,65.0,28.0,38.8,FALSE
A60_S0910,100.0,3.7,30.7,9.6,66.2,25.9,35.5,TRUE
A50_S0911,100.0,3.6,24.4,13.2,53.1,17.8,31.0,TRUE
S50_S0912,100.0,3.9,28.1,11.3,55.7,22.5,33.8,FALSE
S60_S0913,100.0,3.9,20.5,13.3,64.1,13.8,27.2,FALSE
A50_S0914,100.0,3.9,29.2,15.1,54.4,21.6,36.8,TRUE
S50_S0915,100.0,3.7,33.1,7.7,51.4,29.2,37.0,FALSE
S70_S0916,100.0,3.6,20.4,13.6,71.5,13.6,27.2,FALSE
S40_S0917,100.0,3.8,34.6,14.4,47.6,27.4,41.8,FALSE
A50_S0918,100.0,3.5,21.9,18.6,56.0,12.6,31.2,TRUE
S50_S0919,100.0,3.5,17.8,14.5,59.7,10.6,25.0,FALSE
A70_S0920,100.0,3.8,24.7,16.5,78.1,16.4,33.0,TRUE
S70_S0921,100.0,3.8,21.2,15.3,75.1,13.6,28.8,FALSE
S70_S0922,100.0,3.6,30.4,5.0,73.7,27.9,32.9,FALSE
S70_S0923,100.0,3.8,28.8,11.8,71.1,22.9,34.7,FALSE
S50_S0924,100.0,3.7,34.7,14.0,50.2,27.7,41.7,FALSE
S70_S0925,100.0,3.7,18.1,8.9,76.0,13.7,22.6,FALSE
A60_S0926,100.0,3.9,24.1,13.7,69.9,17.2,31.0,TRUE
S60_S0927,100.0,3.9,35.4,12.1,62.9,29.4,41.4,FALSE
S60_S0928,100.0,3.5,27.7,14.8,64.7,20.3,35.1,FALSE
S60_S0929,100.0,3.9,24.8,14.3,69.9,17.6,32.0,FALSE
S40_S0930,100.0,3.8,34.9,11.9,45.5,29.0,40.8,FALSE
A50_S0931,100.0,3.6,23.4,14.0,58.1,16.4,30.4,TRUE
S70_S0932,100.0,3.8,20.5,13.5,72.5,13.8,27.2,FALSE
A50_S0933,100.0,3.6,30.4,11.7,53.9,24.5,36.2,TRUE
A60_S0934,100.0,3.9,34.9,7.4,64.6,31.2,38.6,TRUE
S50_S0935,100.0,3.9,33.6,13.3,51.8,27.0,40.2,FALSE
S60_S0936,100.0,3.9,22.5,17.9,61.5,13.6,31.4,FALSE
S60_S0937,100.0,3.7,31.2,9.5,67.5,26.4,36.0,FALSE
S80_S0938,100.0,3.6,25.3,16.3,81.1,17.2,33.4,FALSE
S60_S0939,100.0,3.5,19.6,15.4,66.8,11.9,27.3,FALSE
S70_S0940,100.0,3.9,28.9,5.8,77.1,26.0,31.8,FALSE
A40_S0941,100.0,3.7,23.7,13.7,47.9,16.8,30.6,TRUE
S60_S0942,100.0,3.7,22.4,18.9,68.9,13.0,31.8,FALSE
S60_S0943,100.0,3.6,26.7,15.2,65.1,19.1,34.3,FALSE
S40_S0944,100.0,3.9,33.2,10.0,42.1,28.2,38.2,FALSE
A50_S0945,100.0,3.9,33.7,14.6,59.0,26.4,41.0,TRUE
S80_S0946,100.0,3.8,26.5,12.0,83.9,20.5,32.5,FALSE
A70_S0947,100.0,3.9,30.6,14.2,71.2,23.5,37.7,TRUE
S60_S0948,100.0,3.6,24.8,19.5,63.3,15.0,34.6,FALSE
A50_S0949,100.0,3.7,26.9,12.5,55.3,20.6,33.2,TRUE
S50_S0950,100.0,3.9,30.3,9.6,50.1,25.5,35.1,FALSE
S50_S0951,100.0,4.0,36.6,10.2,56.8,31.5,41.7,FALSE
S60_S0952,100.0,3.8,32.1,14.1,69.0,25.0,39.2,FALSE
A60_S0953,100.0,3.9,29.4,14.9,65.4,22.0,36.8,TRUE
S50_S0954,100.0,3.9,31.5,15.2,58.2,23.9,39.1,FALSE
S60_S0955,100.0,3.8,32.2,7.5,60.7,28.4,36.0,FALSE
S50_S0956,100.0,3.7,29.1,13.6,55.0,22.3,35.9,FALSE
A60_S0957,100.0,3.8,20.2,13.3,65.9,13.6,26.8,TRUE
S50_S0958,100.0,3.6,32.1,13.4,51.5,25.4,38.8,FALSE
A50_S0959,100.0,3.8,20.6,10.7,53.0,15.3,26.0,TRUE
A50_S0960,100.0,3.7,21.5,18.2,52.3,12.4,30.6,TRUE
S30_S0961,100.0,3.9,37.5,8.3,39.1,33.4,41.6,FALSE
A60_S0962,100.0,3.9,35.9,9.0,66.3,31.4,40.4,TRUE
S40_S0963,100.0,3.5,23.1,13.8,45.8,16.2,30.0,FALSE
S50_S0964,100.0,3.9,25.9,5.4,54.5,23.2,28.6,FALSE
A60_S0965,100.0,3.9,28.8,12.8,60.4,22.4,35.2,TRUE
S50_S0966,100.0,3.7,37.3,12.8,55.6,30.9,43.7,FALSE
S60_S0967,100.0,3.8,31.7,13.9,64.4,24.8,38.6,FALSE
S30_S0968,100.0,3.6,35.2,13.8,33.5,28.3,42.1,FALSE
S60_S0969,100.0,3.6,24.8,7.4,69.5,21.1,28.5,FALSE
S40_S0970,100.0,3.7,20.4,15.0,44.7,12.9,27.9,FALSE
S50_S0971,100.0,3.9,24.6,7.8,55.3,20.7,28.5,FALSE
A50_S0972,100.0,4.0,36.4,14.6,52.9,29.1,43.7,TRUE
A50_S0973,100.0,3.9,23.3,9.4,56.5,18.6,28.0,TRUE
A60_S0974,100.0,3.8,22.1,12.3,60.2,16.0,28.2,TRUE
A70_S0975,100.0,3.8,38.0,6.6,70.8,34.7,41.3,TRUE
S60_S0976,100.0,3.7,32.9,11.9,67.4,27.0,38.8,FALSE
A80_S0977,100.0,3.9,20.6,13.5,81.6,13.8,27.4,TRUE
A40_S0978,100.0,4.0,33.9,8.9,44.1,29.4,38.4,TRUE
S40_S0979,100.0,3.8,34.5,8.7,45.4,30.2,38.8,FALSE
A50_S0980,100.0,3.9,34.4,12.3,57.8,28.2,40.6,TRUE
S50_S0981,100.0,3.9,25.3,7.3,58.1,21.7,29.0,FALSE
S60_S0982,100.0,3.8,20.8,10.7,64.7,15.4,26.2,FALSE
S60_S0983,100.0,3.6,34.8,13.4,63.7,28.1,41.5,FALSE
S70_S0984,100.0,3.8,34.8,15.1,70.7,27.2,42.3,FALSE
A60_S0985,100.0,3.9,23.5,16.2,69.8,15.4,31.6,TRUE
A50_S0986,100.0,3.7,30.2,12.4,57.8,24.0,36.4,TRUE
S50_S0987,100.0,3.8,31.7,15.2,56.6,24.1,39.3,FALSE
S60_S0988,100.0,4.0,38.8,15.7,66.4,30.9,46.6,FALSE
S50_S0989,100.0,3.8,31.4,8.8,51.4,27.0,35.8,FALSE
S50_S0990,100.0,3.6,26.5,10.2,57.4,21.4,31.6,FALSE
S60_S0991,100.0,3.8,18.9,14.2,63.8,11.8,26.0,FALSE
S80_S0992,100.0,3.8,27.1,12.8,80.2,20.7,33.5,FALSE
A50_S0993,100.0,3.6,29.3,5.6,53.2,26.5,32.1,TRUE
S60_S0994,100.0,3.6,30.9,11.0,64.9,25.4,36.4,FALSE
A70_S0995,100.0,4.0,37.1,15.4,77.8,29.4,44.8,TRUE
S70_S0996,100.0,3.6,23.0,10.7,76.9,17.6,28.4,FALSE
A50_S0997,100.0,3.9,28.7,11.6,53.1,22.9,34.5,TRUE
A40_S0998,100.0,3.6,30.1,17.0,47.7,21.6,38.6,TRUE
S30_S0999,100.0,3.7,31.4,14.0,38.5,24.4,38.4,FALSE
S40_S1000,100.0,3.6,29.5,15.3,49.7,21.8,37.2,FALSE
A60_S1001,100.0,3.6,22.7,11.4,67.9,17.0,28.4,TRUE
S40_S1002,100.0,3.7,37.8,11.4,46.6,32.1,43.5,FALSE
S50_S1003,100.0,3.9,35.8,17.5,51.3,27.0,44.6,FALSE
S40_S1004,100.0,4.0,22.6,16.5,48.9,14.4,30.8,FALSE
S60_S1005,100.0,3.5,21.1,15.1,63.1,13.6,28.6,FALSE
S50_S1006,100.0,3.9,38.2,9.4,59.8,33.5,42.9,FALSE
S50_S1007,100.0,3.6,27.0,14.4,50.1,19.8,34.2,FALSE
S50_S1008,100.0,3.7,21.4,8.3,54.1,17.2,25.5,FALSE
S60_S1009,100.0,3.9,26.3,12.9,62.8,19.8,32.8,FALSE
A50_S1010,100.0,4.0,26.9,8.2,59.4,22.8,31.0,TRUE
A60_S1011,100.0,3.6,25.3,13.0,64.6,18.8,31.8,TRUE
S60_S1012,100.0,4.0,39.0,13.6,64.1,32.2,45.8,FALSE
S50_S1013,100.0,3.8,30.3,19.5,56.2,20.6,40.0,FALSE
S60_S1014,100.0,3.6,32.9,8.9,60.3,28.4,37.4,FALSE
S30_S1015,100.0,3.5,24.8,12.3,39.9,18.6,31.0,FALSE
S60_S1016,100.0,3.6,33.1,14.2,64.9,26.0,40.2,FALSE
S50_S1017,100.0,3.5,28.0,10.8,58.9,22.6,33.4,FALSE
S60_S1018,100.0,3.6,19.4,18.9,66.9,10.0,28.8,FALSE
A60_S1019,100.0,3.7,22.3,9.7,63.3,17.5,27.2,TRUE
A60_S1020,100.0,3.7,18.1,12.8,65.7,11.7,24.5,TRUE
S80_S1021,100.0,4.0,38.5,12.1,82.4,32.4,44.6,FALSE
S60_S1022,100.0,3.6,30.0,16.4,61.2,21.8,38.2,FALSE
S50_S1023,100.0,3.8,33.3,15.8,57.2,25.4,41.2,FALSE
S60_S1024,100.0,3.9,20.1,10.5,67.1,14.8,25.4,FALSE
S50_S1025,100.0,3.8,26.6,15.0,56.4,19.1,34.1,FALSE
A80_S1026,100.0,3.8,35.3,16.2,83.6,27.2,43.4,TRUE
A60_S1027,100.0,3.7,32.2,13.3,62.5,25.6,38.8,TRUE
A60_S1028,100.0,3.7,28.3,14.1,61.9,21.2,35.4,TRUE
A70_S1029,100.0,3.7,26.4,9.4,74.8,21.7,31.1,TRUE
A50_S1030,100.0,4.0,28.1,10.3,56.0,23.0,33.2,TRUE
S60_S1031,100.0,3.8,19.7,13.8,63.0,12.8,26.6,FALSE
A60_S1032,100.0,3.7,35.6,19.8,64.1,25.7,45.5,TRUE
S60_S1033,100.0,3.7,19.5,8.8,65.0,15.1,23.9,FALSE
S40_S1034,100.0,3.9,21.6,13.9,47.7,14.7,28.6,FALSE
S60_S1035,100.0,3.9,19.9,16.0,65.3,11.9,27.9,FALSE
S60_S1036,100.0,3.6,25.9,11.7,68.6,20.0,31.8,FALSE
A70_S1037,100.0,3.8,29.2,9.0,76.6,24.7,33.7,TRUE
A50_S1038,100.0,3.6,25.2,16.2,58.5,17.1,33.3,TRUE
S60_S1039,100.0,4.0,21.0,8.8,65.2,16.6,25.4,FALSE
S70_S1040,100.0,3.5,24.9,15.4,78.2,17.2,32.6,FALSE
A50_S1041,100.0,3.9,21.6,10.5,56.5,16.4,26.8,TRUE
S50_S1042,100.0,3.7,29.5,14.3,57.6,22.4,36.6,FALSE
